"id","action","user","variable_name","date","time"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_ownjointly_hh","09/13/2016","10:35:41"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_ownjointly_hh","09/13/2016","10:35:41"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_ownjointly_hh","09/13/2016","10:35:42"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_ownjointly_hh","09/13/2016","10:35:43"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_manager","09/13/2016","10:35:46"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_manager_hh","09/13/2016","10:36:01"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_vet","09/13/2016","10:36:04"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_vet_hh","09/13/2016","10:36:08"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_consumed_home","09/13/2016","10:36:14"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_consumed_decis","09/13/2016","10:36:18"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_consumed_decis_hh","09/13/2016","10:36:22"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_sold","09/13/2016","10:36:33"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_sell_decis","09/13/2016","10:36:37"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_sell_decis_hh","09/13/2016","10:36:41"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_earnings","09/13/2016","10:36:45"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_earnings_hh","09/13/2016","10:36:49"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_slaughtered","09/13/2016","10:36:53"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_decision_slaught","09/13/2016","10:36:56"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_dec_slaught_hh","09/13/2016","10:37:06"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_soldanimal","09/13/2016","10:37:17"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_soldanimal","09/13/2016","10:37:21"
"9930ca","AnswerSet","Ssebaggala_DFT","Time_stamp1","09/13/2016","10:37:52"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_wake","09/13/2016","10:38:09"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_morning1","09/13/2016","10:38:20"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_morning1_children","09/13/2016","10:38:45"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_morning1_finish","09/13/2016","10:38:59"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:39:11"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:39:15"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:39:24"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:40:06"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_ag","09/13/2016","10:40:13"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_agsep","09/13/2016","10:40:19"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_agsep","09/13/2016","10:40:21"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:40:25"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:40:41"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:41:09"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:41:14"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:41:20"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:41:32"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:42:33"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:42:59"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:43:29"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:43:35"
"9930ca","AnswerRemoved","Ssebaggala_DFT","fb5a1edb0e964a2e8535bba41220fb90","09/13/2016","10:44:12"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:44:26"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:44:47"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:44:55"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:45:32"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:45:36"
"9930ca","AnswerRemoved","Ssebaggala_DFT","8539c2015ec3435eb22275bd45ba3da0","09/13/2016","10:45:45"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:45:54"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:46:22"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:46:52"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:46:56"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:47:00"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:47:32"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:47:39"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:48:12"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:48:16"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:48:23"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:48:49"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:48:53"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:49:00"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:49:21"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:49:25"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:49:30"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:49:56"
"9930ca","CommentSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:50:10"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_children","09/13/2016","10:50:13"
"9930ca","AnswerRemoved","Ssebaggala_DFT","fb5a1edb0e964a2e8535bba41220fb90","09/13/2016","10:50:25"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next_finish","09/13/2016","10:50:32"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_next","09/13/2016","10:50:52"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_usual","09/13/2016","10:51:13"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_usual_ag","09/13/2016","10:51:14"
"9930ca","AnswerSet","Ssebaggala_DFT","TIME_householdwork","09/13/2016","10:51:25"
"9930ca","AnswerSet","Ssebaggala_DFT","Time_stamp2","09/13/2016","10:51:28"
"9930ca","AnswerSet","Ssebaggala_DFT","EN_sametime","09/13/2016","10:51:57"
"9930ca","AnswerSet","Ssebaggala_DFT","EN_part1","09/13/2016","10:52:00"
